listing_id,list_date,status,address,suburb,city,region,agency_name,agent_name,property_type,bedrooms,bathrooms,parking_spaces,source_site,URL,Scraped At,Full Description,Page Views,rent_nzd,rent_period
5457411990,05/08/2025,active,"22 Chester Street, Judea, Tauranga, Bay Of Plenty",Judea,Tauranga,Bay Of Plenty,myRent.co.nz Ltd,myRent.co.nz,Home,3,1,4,trademe,https://www.trademe.co.nz/a/property/residential/rent/bay-of-plenty/tauranga/judea/listing/5457411990,2025-08-05T17:28:31.681539+00:00,"Charming 3BR Home in Judea!
Nestled in the heart of Judea, Tauranga, this delightful three-bedroom house at 22 Chester Street offers a perfect blend of comfort and convenience. The property features a single bathroom, ample covered  parking with up to two  spots. Fully-fenced for privacy and security, the residence also boasts a lovely deck area ideal for unwinding or entertaining guests. Inside, the air conditioning ensures a comfortable atmosphere year-round, making it a haven you'll love to come home to.
The local area brims with amenities. Residents can enjoy the proximity to shops, cafes, and recreational facilities, ensuring all your daily needs are within easy reach. For families, the property is situated near well-regarded schools and parks, fostering a vibrant community spirit. With a rental rate of $660 per week and a bond of $2,640, this property represents excellent value in a sought-after location. It's also a 'Healthy Homes' compliant home, ensuring it meets the standards for warmth and insulation.
This residence is pet-friendly, with pets allowed on a negotiable basis, and even accommodates smokers. Additional features include a separate toilet for convenience and a separate laundry room, enhancing functionality. With its array of features and prime location, this home is an ideal choice for those seeking a comfortable and convenient lifestyle in Tauranga. Make your move to a community where every day living is made easy and enjoyable.
Parking summary: 2 covered spots, 2 non-covered spots
Features: Pet negotiable , Separate laundry , Separate toilet , Fully-fenced, Deck, Air conditioning, Pets allowed, Healthy Homes compliant, Smoking allowed
Bond: $2,640.00
TO APPLY or SCHEDULE A VIEWING: please copy and paste the following link into your browser: https://www.myrent.co.nz/tm/T5AMDE
",171,660,weekly
5456971737,05/08/2025,active,"56/8 Carolina Place, Albany, North Shore City, Auckland",Albany,North Shore City,Auckland,"Harcourts Cooper & Co Property Management, (Licensed: REAA 2008)",Kirstee Reimann,Other,2,1,0,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/albany/listing/5456971737,2025-08-05T17:28:32.099483+00:00,"To book in for a viewing you must register online by clicking the 'Email the Agent' or 'Enquiry'. You will then receive updates regarding viewing times/dates via text and email. Registration is essential to attend viewings. 

Sunny two bedroom plus office apartment located in the heart of Albany.
This property has 2 stories and features: a spacious courtyard at the rear and a spacious living room. There is also a single undercover carpark with storage.
It is located near Albany Westfield Mall, Massey University, motorways and bus stops and Pinehurst.
Free use of the onsite swimming pool and gym.
Get in quick as this property wont last!!
No pets or smokers.
Move in costs
4 weeks bond
2 weeks rent in advance

To apply for this property please go to the following link: http://www.tpsportal.co.nz/tenancy_application/tps1324 
Please note we do not process any applications if the property is sight unseen.
",159,600,weekly
5457061624,05/08/2025,active,"L10/15 City Road, City Centre, Auckland City, Auckland",City Centre,Auckland City,Auckland,"Crockers Property Management Ltd, (Licensed: REAA 2008)",Jay Zhang,Other,1,1,0,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/city-centre/listing/5457061624,2025-08-05T17:28:35.480064+00:00,"** AVAILABLE:  NOW
** If you are interested, please arrange a viewing and then submit your application via the following link - https://renti.co/browse/crockers (please copy and paste this link).
This apartment on level 10 is a good sized 44sqm, Semi-FURNISHED one-bedroom apartment that has been recently repainted and refurbished to a very high standard. The lounge and kitchen are open plan with both the bedroom and lounge opening out onto the large deck. 
On-site Building Manager.  Close to all amenities – schools, universities, cinemas, bars, restaurants, motorways and much more
Water is included in the rent!
On-site Building Manager.  Close to all amenities – schools, universities, cinemas, bars, restaurants, motorways and much more
Water is included in the rent!
** COST TO MOVE IN:
One weeks rent in advance and Bond of 4 weeks rent.
Please drive by to view the exterior, but please do not enter the grounds of the property.
If you are interested, please book to view the interior
",151,420,weekly
5456960618,05/08/2025,active,"257D Main South Road, Hornby, Christchurch City, Canterbury",Hornby,Christchurch City,Canterbury,Warwick Todd Ltd,Vicki van der Klip,Home,2,1,3,trademe,https://www.trademe.co.nz/a/property/residential/rent/canterbury/christchurch-city/hornby/listing/5456960618,2025-08-05T17:28:37.804000+00:00,"This neat and tidy refurbished two bedroom house is situated in a quiet off-street enclave amongst other similar railway-style homes. It is a standalone and sunny house with a good sized section which allows plenty of scope to make your own mark.
Inside there are two bedrooms, a tidy spacious kitchen, a sunny separate lounge, an updated bathroom with a modern shower and a separate laundry. Also included is a heatpump and fibre internet. 
There is a single lock-up garage and off-street parking space for two cars, with spacious and well-maintained grounds. The location is ideal for those who wish to be close to Hornby and Wigram for work, shopping, eateries and schools. 
This home is available long term.
Sorry, no dogs but a cat is allowed. 
First viewing: Wednesday 13th August 
Please note: no weekend/ after-hours or virtual viewings
To book a viewing, please select the viewing time set or send an email enquiry and add your name to the Renti viewing waitlist. 
At all other times please view the property from the STREET ONLY as this house is currently tenanted.                                                                                
Ingoing costs:
First week/fortnight's rent 
Bond - 4 weeks' rent
",297,450,weekly
5456966945,05/08/2025,active,"2/13 Thomas Road , Mangere, Manukau City, Auckland",Mangere,Manukau City,Auckland,Opes Property Management North Limited,Gill Hill-Hayr,Home,2,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/mangere/listing/5456966945,2025-08-05T17:28:37.939736+00:00,"Modern 2-Bedroom Townhouse in Mangere
Discover contemporary living in this brand new, warm and dry 2-bedroom townhouse located in the heart of Mangere. Perfectly suited for professionals or small families, this modern two-storey home offers comfort, convenience, and a prime location.
Key Features:
Two Spacious Bedrooms: Comfortable and well-lit, offering ample space for rest and relaxation.
Contemporary Bathroom: Stylish and functional, designed for everyday ease. Additional toilet as well.
Two Storeys: Thoughtfully laid out to maximize living space and privacy.
Off-Street Parking: One designated off-street car park ensures secure and convenient parking.
Cat Friendly: Welcoming to your feline companions, making it a perfect home for pet owners.
Warm and Dry: Built with quality materials and modern insulation to maintain a comfortable environment year-round.
Prime Location:Just minutes from Auckland Airport—ideal for frequent travelers or airport staff. Also conveniently close to Middlemore Hospital, providing easy access for healthcare professionals or visitors.
Brand New Build:Experience fresh, modern finishes and the benefits of new construction standards for energy efficiency and low maintenance.
This townhouse blends modern design with practicality, situated in a sought-after area that offers excellent connectivity and essential amenities within easy reach.
Rent: $615.00 per week
Location: Mangere, Auckland 2022
Off-Street Parking: 1 space
For professionals seeking a high-quality, accessible home close to major hubs, this property presents an outstanding opportunity. Contact us today to arrange a viewing and secure this exceptional townhouse.

Experience the perfect combination of comfort, location, and modern living in Mangere. Your new home awaits!
",113,615,weekly
5409626257,08/07/2025,active,"328/8 Upper Queen Street, City Centre, Auckland City, Auckland",City Centre,Auckland City,Auckland,MTM Property Management Ltd,Phil Horrobin,Other,2,2,0,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/city-centre/listing/5409626257,2025-08-05T17:28:42.325410+00:00,"FIRST WEEK RENT FREE!
ALL UTILITIES INCLUDED!
Book a tour here: https://bookme.tpsportal.co.nz/tps9297
Viewing by appointment: Contact Phil directly: 021924300
This well-appointed apartment has two bedrooms, an open-plan kitchenette/diner, and a comfortable lounge area. The lounge area is your social hub, separating two bedrooms, each with its own ensuite for perfect privacy. 
-24 Hour Concierge
-Wintergarden 
-Shared Working Space
-Library Lounge
-Eatery and Bar 
-Luxury Day Spa 
-Unlimited WIFI
-ALL utilities included
-24 Hour Security
Auckland's freshest new vibe, blends hotel and residences for urban adventurers wanting to immerse themselves in the best of city living.  Economical on space and price but generous in design, service and value, the design-led residences offer self-contained living with effortless style, 24-hour concierge and the very best connectivity. As well as on-site management and 24/7 security, you'll enjoy access to co-working spaces, a club lounge, a private bar, a restaurant, a spa and an onsite gym. Be energised, elevated, or cocooned in calm.
Enjoy the convenience of having everything within walking distance: K'Road and Ponsonby Road dining and nightlife scenes, Q Theatre, Civic Theatre, Aotea Center, Albert Park, Sky City, Auckland Art Gallery, Auckland University, Auckland Hospital, Starship Hospital and fantastic public transport links.
Book a tour here: https://bookme.tpsportal.co.nz/tps9297
Apply here: https://apply.tpsportal.co.nz/tps9297?
Any questions, contact Phil Horrobin: 021924300 mailto:mailto:philhmtm@gmail.com
",1163,750,weekly
5224977875,19/03/2025,active,"804/17 Vogel Lane, City Centre, Auckland City, Auckland",City Centre,Auckland City,Auckland,Barfoot & Thompson Property Management Centre,Amanda Harrison-Kyle,Other,3,2,0,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/city-centre/listing/5224977875,2025-08-05T17:28:44.355467+00:00,"BOOK A VIEWING TIME ONLINE NOW!
Scroll to the bottom of this page and click the 'View their website' link, or go to http://www.barfoot.co.nz/96000570
This central city apartment offers you the chance to experience the numerous benefits of a 3-bedroom, 2-bathroom inner city residence. 
The recently renovated kitchen presents a modern look and suitable storage spaces.  Following through to the open floor plan living room, which connects the lounge to the balcony space allowing an inviting atmosphere that is perfect for relaxing with friends and family. 
The master bedroom has an ensuite and there are two further spacious bedrooms.  
This apartment is just a short distance walk to local restaurants and amenities, including the Sky Tower, Supermarkets, and much more!! Public transport including Britomart is also convenient to get to. 
Water Included In Rent*Move in costs:
2 Week's Rent: $1360.00
4 Weeks Bond: $2720.00
Total: $4080.00
DISCLAIMER Beware of scams! Barfoot & Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D. and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.
",2461,680,weekly
5457258408,05/08/2025,active,"305/40 Library Lane, Albany, North Shore City, Auckland",Albany,North Shore City,Auckland,Wendell Property Management Ltd,Gina Thornton,Home,2,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/albany/listing/5457258408,2025-08-05T17:28:45.120872+00:00,"BOOK A VIEWING NOW - click the 'book a viewing' button to the right of the listing photos 
Modern, convenient, and ideally located – this stylish two-bedroom apartment in the heart of Albany is the perfect low-maintenance home. 
Enjoy open-plan living with a modern kitchen, including oodles of storage space, fridge/freezer and dishwasher. 
A heat pump in the lounge, plus double glazed windows will give you year-round comfort. Sliding doors lead out to your private balcony, with a sliding frame, for privacy and comfort.
Both bedrooms include built-in storage, with the master boasting a generously sized wardrobe. The second bedroom is a single. 
The bathroom features a tucked-away laundry with a washing machine and dryer provided.
Added convenience of a secure undercover car park, plus two visitor parking permits, and a lockable storage shed - perfect for suitcases or seasonal gear! Pets, including a small dog, will be considered (with Body Corp approval.)
Less than a 5 minute drive to Albany Mall, restaurants & bars, Massey University, Albany Senior High School and transport links all close by.
Move in costs:
First 2 weeks rent: $1,190
Bond (4 weeks rent) $2,380
SCAM ALERT:
Wendell Property will never ask you to transfer money before you view the property and sign a tenancy agreement. Always ensure the person you're dealing with is a verified Wendell Employee. If you're unsure, please call our office to verify.
",367,595,weekly
5457215621,05/08/2025,active,"23 Marine Parade, Herne Bay, Auckland City, Auckland",Herne Bay,Auckland City,Auckland,Astro Property Management Limited,Robbie King,Home,3,3,5,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/herne-bay/listing/5457215621,2025-08-05T17:28:49.653359+00:00,"Ultimate Luxury Waterfront Living In Herne Bay.
This beautifully presented home is located in the highly sought after Herne Bay, right on the water’s edge.
Split over two floors, this home boasts three bedrooms, three bathrooms, perfect for families or executives seeking a premium lifestyle.
Down at the waters edge, The property features a boat house with a boat ramp, allowing you to easily access the water for boating, fishing, and water sports. Imagine spending lazy afternoons fishing off the pier or taking a sunset cruise on your own boat.
Inside, the home is filled with natural light and features modern, high-end finishes throughout. The spacious living area opens out onto a generous balcony, offering breath-taking views of the water and skyline.
Immaculately kept gardens surround the property, adding to the tranquillity of this waterfront oasis. At twilight enjoy the impressive outdoor lighting, spa pool and outdoor fireplace. This property has it all.
Property Details:
-2 Large Lounges with incredible views of the Hauraki Gulf.
-Modern Kitchen with quality appliances.
-Large Entertainers Deck with Ocean Views.
-Master bedroom with ensuite and walk in robe
-2 Further Bedrooms with ensuites.
-Family toilet
-Boat house with living, kitchen and bathroom on the water
-Private Boat ramp and shed
-Separate Laundry
-Undercover parking for 3 Cars.
-Extensive gardens and outdoor living
-Property features Heat pump
To arrange a viewing of this property call Robbie King on 021 966 273 or email:mailto:robbie@astroproperty.co.nz
",250,4750,weekly
5456899804,05/08/2025,active,"306A Hurstmere Road, Takapuna, North Shore City, Auckland",Takapuna,North Shore City,Auckland,"Crockers Property Management Ltd, (Licensed: REAA 2008)",Natalee Butcher,Home,2,2,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/takapuna/listing/5456899804,2025-08-05T17:28:51.036659+00:00,"Available: 01/09/2025
** If you are interested, please arrange a viewing and then submit your application via the following link - https://renti.co/browse/crockers (please copy and paste this link).
Stunning and unique two-bedroom apartment with magnificent northern views of Lake Pupuke which is literally on your doorstep. So much so that you can walk down and have coffee or a glass of wine on the property's private deck while watching the swans and other waterfowls going about their business. The added joy of the well laid out gardens is that you do not have to look after them as the upkeep is included in the rent. 
The property has two bathrooms, one an ensuite. The open plan kitchen, dining room and lounge flow seamlessly out onto the large, covered deck that overlooks the lake. If you are looking for a property that is quiet and tranquil with next level views, then you have to visit the home to experience it.
Water is included in rent. Tenant to pay power and internet.
Wonderfully located between the lovely Village of Milford and vibrant Takapuna makes for an enviable address. 
** COST TO MOVE IN:
One weeks rent in advance and Bond of 4 weeks rent.
Please drive by to view the exterior, but please do not enter the grounds of the property.
If you are interested, please book to view the interior.
",236,895,weekly
