listing_id,list_date,status,address,suburb,city,region,agency_name,agent_name,property_type,bedrooms,bathrooms,parking_spaces,source_site,URL,Scraped At,Full Description,Page Views,sale_type,ask_price_nzd,cv_nzd,estimate_low_nzd,estimate_high_nzd
5422446511,16/07/2025,active,"1/11 Smale Street, Point Chevalier, Auckland City, Auckland",Point Chevalier,Auckland City,Auckland,"Barfoot & Thompson Grey Lynn, (Licensed: REAA 2008)","['Kath Barnes', 'Jacqui Vaughan-Kells']",Home,2,1,3,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/auckland-city/point-chevalier/listing/5422446511,2025-08-05T18:25:27.555957+00:00,"Auction: 34 Shortland Street, City on Thursday 7 August 2025 at 10:00AM  (unless sold prior)
Welcome to your new home, perfectly positioned in the heart of Pt Chevalier—solid and stylish offering easy-care living. 
Constructed in the 1980s from enduring brick and cedar, this single-level gem combines comfort, space, and everyday convenience. Whether you're starting out, downsizing, or simply looking for a home that lets you live more and maintain less—this is it.
Step inside to a generous open-plan living and dining area, seamlessly connected to a modern, light-filled kitchen. Perfect for hosting friends or enjoying relaxed evenings at home, this layout offers both function and flow.
Accommodation includes two well-appointed bedrooms, including a king-sized master with not one but two walk-in wardrobes—a rare find! The bathroom is well positioned and practical, complemented by a separate toilet and dedicated laundry for added convenience.
The bonus, a versatile north facing rumpus room featuring bi-fold doors—ideal as a second living area, home office, guest retreat or creative studio. The options are endless.
Outside, a private courtyard invites you to enjoy peaceful mornings, summer BBQs, or your favourite book in the sun. And with three off-street car parks, parking is never a problem.
Just minutes from Pt Chevalier Beach, local cafes, and sought-after schools, this home offers the perfect balance of lifestyle and location.
Ready to make this low-maintenance haven your own? Call today to arrange your private viewing. Opportunities like this don’t last.
See interactive features for this property on barfoot.co.nz. Click the ""View their website"" link at the bottom of this page.
",1866,Auction,,1675000,1480000,1670000
5421702527,15/07/2025,active,"3, 11 & 22 Pukaki Lane, Dairy Flat, Rodney, Auckland",,,,"Barfoot & Thompson Albany, (Licensed: REAA 2008)","['Raymond Li', 'Ivy Zhou']",Home,0,0,0,trademe,https://www.trademe.co.nz/a/property/residential/sections-for-sale/auckland/rodney/dairy-flat/listing/5421702527,2025-08-05T18:25:29.580356+00:00,"Whether you're a developer, builder, investor, or simply seeking a lifestyle change, these premium Albany Heights sections offer something for everyone.
Nestled among native bush ridges in a reserve-like setting and zoned as Rural – Countryside Living, this unique subdivision has been thoughtfully designed and engineered to combine modern living with natural beauty.
Three prime sections are now available:
3 Pukaki Lane — 2,164 sqm
11 Pukaki Lane — 2,498 sqm
22 Pukaki Lane — 2,164 sqm
Perfectly positioned on the fringe of Albany Village — just a 2-minute drive to the village and 5 minutes to Albany Westfield — this enclave offers the best of both worlds: native hillside serenity and city convenience. Each owner will also enjoy shared native bush areas, mostly Kanuka and Kauri, creating a special nature reserve right at your doorstep.
A well-considered design guideline is in place to help you create a modern, luxurious home. All roads and shared bush areas are maintained by a Body Corporate, governed by a Residents Society, ensuring the highest standards are preserved for years to come.
Three-phase power, reticulated gas, fibre phone, and fibre internet are all in place. Roads are asphalt-sealed to the highest quality standards.
This rare sanctuary combines luxury, nature, and convenience — a true hidden gem in Albany Heights. Bring your vision to life and create the lifestyle you’ve always dreamed of. Call us now for full details.
",739,Price by Negotiation,,,,
5399106629,02/07/2025,active,"85 Panama Road, Mount Wellington, Auckland City, Auckland",Mount Wellington,Auckland City,Auckland,"Barfoot & Thompson St Heliers, (Licensed: REAA 2008)","['Jane Wang', 'Dragon Zhou']",Home,3,1,1,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/auckland-city/mount-wellington/listing/5399106629,2025-08-05T18:25:35.788691+00:00,"Don't miss this golden chance to maximise your investment. The vendor is determined to sell!
This 1464m² (approx.) freehold property, zoned Terrace and Apartment under the Auckland Unitary Plan, offers an exciting development opportunity in central Auckland. The current resource consent application for 12 new residential dwellings is in the final stage of council approval. Regarding the drainage connection and sewage onsite, the vendor has already paid a $9,000 deposit to Kainga Ora to access stormwater facilities next door, ensuring a smooth development process.
Located in Mt. Wellington, this property provides a metropolitan edge with an established neighborhood, can walk to Sylvia Park, IKEA and all directional motorways. The future potential is undeniable.
Currently on-site is a charming early-century 3-bedroom, 2-bathroom home with a cozy, traditional living design. It also features a multifunctioning detached garage and workshop, making it an ideal rental while you plan your development or keep for land bank.
This is a must-see opportunity for investors seeking high returns. The vendor is motivated to sell. Don't wait - view this property now!
",1480,Price by Negotiation,,2125000,1790000,2020000
5246849837,01/04/2025,active,"20 Grumman Lane, Newlands, Wellington, Wellington",Newlands,Wellington,Wellington,"Tommy's Real Estate Limited, (Licensed: REAA 2008)","[""Barry O'Brien""]",Home,4,2,2,trademe,https://www.trademe.co.nz/a/property/residential/sale/wellington/wellington/newlands/listing/5246849837,2025-08-05T18:25:38.308977+00:00,"Welcome to 20 Grumman Lane, a breathtaking contemporary home in the heart of Point 360 - Newlands. This high-spec residence offers luxurious modern living with uninterrupted views across Wellington Harbour/City - day or night you will always feel special. Perfect for families or professionals seeking privacy, comfort, and style in an exclusive setting.
 Special Key Features:
Light and bright with sun till end of dayExpansive & elegant: thoughtfully designed 265 sqm two-storey homeSpacious bedrooms: three large double bedrooms downstairs, plus a luxurious master suite upstairs with an en-suite, walk-in robe, and all with stunning harbour viewsSeamless living & entertaining: open-plan design with light-filled living & dining areasDesigner kitchen: premium appliances, granite benchtops, and ample storageRumpus room: ideal for movie nights or gaming sessionsWork-from-home ready: utilize the possible 5th bedroom or extra living space as an  office for remote professionalsPremium bathrooms: high-quality fittings, plus a guest toiletSecure & low maintenance: positioned in a quiet alcove with other quality homesYear-round comfort: double glazing, efficient modern radiator heating and electric fire placeOversized garage: internal access for convenience plus multiple off street carparksNice indoor/outdoor flow off both levels to 2x sun filled decks with magic viewsHome built in 2019 and still covered by original 'Master Builders Guarantee'.Plenty of 'X' factor with good separation and space for everyoneThis sophisticated, move-in-ready home offers an unparalleled lifestyle in a sought-after location, only minutes drive to Wellington CBD or easy access to northern motorways.  Don't miss your chance to secure this dream property!
Call Barry 021-969-808 for your private viewing or we will see you at the open home.
",11509,Fixed Price,1395000,1290000,1210000,1370000
5446084495,30/07/2025,active,"39B Canal Road, Avondale, Auckland City, Auckland",Avondale,Auckland City,Auckland,"Barfoot & Thompson New Lynn, (Licensed: REAA 2008)",['Anna Lechtchinski'],Home,3,2,2,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/auckland-city/avondale/listing/5446084495,2025-08-05T18:25:39.282256+00:00,"Deadline sale: Closes on Thursday 21 August 2025 at 3:00PM  (unless sold prior)
Yes - the perfect affordable family home does exist. It’s a total gem, and it’s ready for you to move in and make it your own.
Tucked away at the end of a quiet right of way with generous off street parking, this home offers privacy, peace, and practicality. Immaculately presented and well maintained, you can skip the endless reno list and jump straight into easy living. The solid, low maintenance Hardiplank exterior means less upkeep, more time for living.
Step inside to sun filled open plan spaces where kitchen, lounge, and dining flow effortlessly together - all opening out to a private north facing deck. It’s the perfect setup for summer BBQs, morning coffees, or winding down with a glass of wine. You’ll also love the separate laundry just off the kitchen, with its own back door access - ideal for muddy shoes or the weekend wash.
There are three well appointed bedrooms, with the master in its own private wing featuring an ensuite and a generous wardrobe. Two more bedrooms are positioned off the central hallway, serviced by a full bathroom and a separate WC - perfect for families or flatmates.
Outside, the fully fenced freehold section is your own slice of paradise. There’s loads of space for kids and pets to roam free, plus potential to add veggie beds, fruit trees, or landscape to your heart’s content.
And the location? It’s a winner. You’re just minutes from Avondale’s growing mix of cafes, eateries, shops, schools, and weekend markets. The train station is within walking distance, and the CBD is just 20 minutes away off peak.
",2424,Deadline Sale,,770000,735000,830000
5235572034,26/03/2025,active,"5 Shropshire Street, Karaka, Franklin, Auckland",Karaka,Franklin,Auckland,"Barfoot & Thompson Papakura, (Licensed: REAA 2008)","['Alison Kemp', 'Vikas Kapoor']",Home,4,2,2,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/franklin/karaka/listing/5235572034,2025-08-05T18:25:48.252455+00:00,"Discover the home you’ve always dreamed of with this brand-new luxury residence! Situated in the new up and coming subdivision of 'Karaka Village' be one of the first residents into this new prestigious neighbourhood.  Meticulous building standards and thoughtful future proofing, gives you assurance of quality in all aspects of this home.  This meticulously planned new subdivision offers a lifestyle second to none.  With a village feel offering a unique rural feel without compromising on a suburban lifestyle. In zone for sought after schools (Karaka and Te Hihi Primary Schools) and close to ACG Strathallan private school.  Amenities such as a village green area, paddocks and parks and local shops, cafes and restaurants planned, combined walks and controlled off-leash dog areas ensure everybody's needs are catered for.  
You will agree, this modern contemporary family home is where space meets tasteful design. The ground level boasts; a beautiful open plan living and combined dining; designer kitchen, furnished to a high standard, including an attractive stone benchtop, ample storage space, and premium appliances.  Plus a study, separate toilet, single internal access garage, and modern laundry area complete the floor plan downstairs.
Head upstairs to a second sunny living space which could double as a kids play or TV area.  Then discover 4 generously sized bedrooms, two master bedrooms with ensuites and a further generous sized main bathroom to service the remaining two bedrooms. 
Only minutes from the motorway with easy access to other amenities - Karaka Shopping Centre, Drury Village - where a new train and bus stations plus other major shopping attractions are being built.
Be quick to view this one and make your move into a brand new lifestyle today!
See interactive features for this property on barfoot.co.nz. Click the ""View their website"" link at the bottom of this page.
",1939,Fixed Price,1049500,1075000,1010000,1140000
5398961760,16/09/2025,active,"Lot 118 Strowan Fields , Ashburton, Canterbury",,,,Jennian Homes Canterbury,['Kate Moses'],Home,4,2,2,trademe,https://www.trademe.co.nz/a/property/new-homes/house-land/canterbury/ashburton/ashburton/listing/5398961760,2025-08-05T18:25:49.002909+00:00,"20 Orwell Way (Lot 118, Strowan Fields) - House and Land Package 
This 4-bedroom home offers versatile living, blending connected family spaces with private retreats. A central open-plan hub makes entertaining easy, while thoughtful zoning of bedrooms ensures flexibility for evolving needs, from busy family mornings to quiet weekend escapes.
Package Includes:
203m2 House including Alfresco (4 Bedrooms, 2 Bathroom, Separate toilet, Walk in Pantry, Double Garage)
800m2 Land
Interior Joinery & Colour consultation 
NZ Made Designer Kitchen & Quality Kitchen Appliances
Thermally Broken Aluminium Joinery with Low-E Glass
Wi-Fi Compatible Panasonic Heatpump 
Fully Insulated Double Garage 
50m2 Hard Landscaping + Vehicle Crossing
10-Year Master Build Guarantee
36-Month Defect Warranty
When building with Jennian homes Canterbury you're getting access to our Studio J selection centre, plus the confidence knowing you're signing up with a building company which has been around for over 40 years and never failed to complete a home. We also offer an extended 36-month defects warranty and have an unmatched completion promise backed by Jennian Homes nationally. 
Land is Titled, give us a call or visit our Display Home in Strowan Fields to chat about making this home yours.
Our Display Home is open:
Monday & Thursday 11am – 4pm
Sunday 12pm – 4pm
",527,Fixed Price,865000,,,
5431878415,21/07/2025,active,"Lot 1/16 Mervan Street, Mangere East, Manukau City, Auckland",Mangere East,Manukau City,Auckland,"Barfoot & Thompson Papatoetoe, (Licensed: REAA 2008)","['Alex Ngo', 'Paresh Parshotam']",Home,3,2,1,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/manukau-city/mangere-east/listing/5431878415,2025-08-05T18:25:51.707908+00:00,"Auction: 62 Highbrook Drive, East Tamaki on Wednesday 13 August 2025 at 1:00PM  (unless sold prior)
Walk in through the gate from the street of your new road frontage home. You’ll find an inviting open space, filled with natural light and everything you want. Past homes by this developer have SOLD OUT fast! Motivated to meet the market and sell, more importantly you can see the value! Run and come see why you should be ready to put in an offer. 
The open place space is highlighted by the beautiful kitchen with great appliances, allowance for double fridge with water supply and LED lighting. Seamlessly the flow continues to the sizable dining and living area out to the covered patio and an expansive yard for great outdoor living. 
This sunny home boasts 3 generously sized rooms with 2.5 bathrooms including a master ensuite and extra guest toilet. Large showers, mood lighting and well thought out fixtures gives a statement of luxury. Bonus features include an additional living upstairs, single internal garaging, double glazed windows, burglar alarm and so much more! 
Middlemore Hospital is minutes away with convenient motorway access giving you quick access to Westfield Manukau and Auckland Airport. Mangere East township is close by for all your shopping needs, while parks and local schools are within walking distance.
Brand New, Freehold, Road Frontage, Outdoor Space. If you don’t see this you’re missing out on value
",616,Auction,,1040000,925000,1050000
5352341094,04/06/2025,active,"74B Riverpark Crescent, Henderson, Waitakere City, Auckland",Henderson,Waitakere City,Auckland,"Barfoot & Thompson Albany, (Licensed: REAA 2008)","['Oscar Pan', 'Tracy Huang']",Home,4,2,1,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/waitakere-city/henderson/listing/5352341094,2025-08-05T18:25:58.270022+00:00,"Newly built, this low-maintenance house offers contemporary living in the heart of Henderson. Perfectly positioned, it's just minutes away from the motorway, shops, supermarkets, public transport, and the local hospital.
Key Features:
Freehold Title: There is no Residents Society or Body Corporate Levy FeesSpacious bedrooms, modern bathrooms & ample parkingWalking distance to local amenities: banks, pharmacies, cafes & restaurantsClose to Henderson shopping centre, Lincoln North Retail Centre, Waitakere Hospital, Kingdale Reserve, and multiple public transport links (train and bus networks) nearbyEasy access to SH16, Northwestern Motorway, and both North and South on-rampsThis affordable property could suit first-time home buyers, working professionals, families, and investors (potentially high rental yield).
Contact us today to arrange a viewing and make this home yours.
",1403,Price by Negotiation,,930000,,
5375938154,18/06/2025,active,"31 Hadlow Terrace, Grey Lynn, Auckland City, Auckland",Grey Lynn,Auckland City,Auckland,"Barfoot & Thompson Grey Lynn, (Licensed: REAA 2008)","['Andy Martin', 'Andrew Gallagher']",Home,2,2,1,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/auckland-city/grey-lynn/listing/5375938154,2025-08-05T18:25:57.197134+00:00,"Best in block, you do not want to miss out on this super stylish home which is one of only a few terraces in this near new complex featuring a full sized kitchen and dining area combined with the all important and highly sought after west facing courtyard. 31 Hadlow Terrace is located moments from the action in one of Auckland's most desirable suburbs.
Perfect for first home buyers, downsizers and investors alike with one of the lowest body corp fees in town ($3,727.76 /year), a downstairs guest bathroom and also a designated carpark, conveniently close to your front door.
Designed by high end, award winning architects Leuschke Group using quality materials, this boutique two-story residence has been constructed with durable concrete inter-tenancy walls, featuring two well-appointed bedrooms upstairs, each with its own ensuite for privacy. 
Close to popular Ponsonby and eclectic K Road, you are also in proximity to The University of Auckland and in zone for top local schools: 
Grey Lynn School, Kowhai Intermediate, Auckland Girls' Grammar and Western Springs College.
See interactive features for this property on barfoot.co.nz. Click the ""View their website"" link at the bottom of this page.
",1813,Fixed Price,1049000,1200000,1030000,1160000
5457533445,05/08/2025,active,"10/151 Kitchener Road, Pukekohe, Franklin, Auckland",Pukekohe,Franklin,Auckland,"Bayleys Pukekohe, (Licensed: REAA 2008)",['Erin Skelton'],Home,1,1,1,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/franklin/pukekohe/listing/5457533445,2025-08-05T18:25:57.566620+00:00,"The vendor has their eye on another property, so this beautifully renovated one-bedroom home must be sold. If you’re looking for the perfect balance of comfort and independence, this is the lifestyle you’ve been waiting for.
Nestled in the desirable Kitchener Close Lifestyle Village, this spacious unit features a light-filled open-plan kitchen, dining, and living area, all enhanced by high cathedral ceilings. Step outside to the charming conservatory, the perfect space to unwind with a good book or enjoy the surrounding gardens. Established gardens around the property offer a peaceful setting with a concrete area ideal for alfresco dining and relaxation.
The generously sized bedroom is bright and airy, located opposite the bathroom designed for convenience, featuring a walk-in tiled shower, vanity, toilet, and integrated laundry space.
Parking is provided with a covered carport, and there’s additional visitor parking available within the village.
Designed to be occupied for those aged 55 and above, Kitchener Close offers a relaxed, low-maintenance lifestyle. Forget the hassle of exterior upkeep and enjoy the benefits of secure living. This home has been renovated to a high standard, meaning you can simply move in and enjoy your new lifestyle from day one.
Not quite ready to downsize? This is a fantastic opportunity to secure your future while growing your investment.
The village fosters a strong sense of community, with a shared social lounge and hall – the perfect environment for building friendships and maintaining independence. You’ll also love the convenience of being just a short stroll from the corner dairy, takeaways, and café, with a bus stop nearby providing easy access to local amenities.
With affordable Body Corporate fees and a Stratum Freehold Title, you own the unit and can enjoy potential capital gains. The village takes care of lawn mowing, hedge trimming, and the maintenance of common areas, including the lounge and hall, allowing you the luxury of a lock-up-and-leave lifestyle.
Please note, no dogs are allowed, but cats are welcome!
This unit is ready to become your new home – all that’s missing is you.
Call today to arrange a viewing!
",124,Fixed Price,560000,510000,460000,520000
5130454395,20/01/2025,active,"Lots 1-6/311 Albany Highway, Albany, North Shore City, Auckland",,,,"Barfoot & Thompson Albany, (Licensed: REAA 2008)","['Becky Huang', 'Mike Liu']",Home,3,2,1,trademe,https://www.trademe.co.nz/a/property/new-homes/new-townhouse-terraced/auckland/north-shore-city/albany/listing/5130454395,2025-08-05T18:25:59.256740+00:00,"July Special - Just $10K Deposit + FREE Full Appliance Package! Secure your brand-new home this July with only $10,000 deposit - no strings attached, no surprises.
Move-in ready with bonus inclusions valued at thousands! The developer is pulling out all the stops to make your move seamless and stylish with a full LG appliance package:
LG 65&quot; Smart TVLG Fridge FreezerLG Washing Machine + Condenser Dryer ComboBe quick - this offer is available this month only!
This is your chance to own a freehold property in a highly desirable location, featuring contemporary design, convenience, and low-maintenance living. Ideal for first-time buyers, investors, or families seeking a fresh start, this is an opportunity you won’t want to miss!
Lot 1: Land area 164m² / Floor area 102m²
Lots 2-4: Land area 129m² / Floor area 102m² each
Lot 5: SOLD
Lot 6: SOLD
Each home is meticulously designed with 3 spacious bedrooms, 2.5 modern bathrooms, a bright living area, a contemporary kitchen, and a stylish dining space. A secure garage adds practical value to these brand-new properties.
Conveniently located near some of the region’s most reputable schools, including Albany Primary, Albany Junior, Albany Senior, Kristin, Pinehurst, and Massey University, these homes offer unmatched convenience for families.
With easy access to motorways, Albany Park & Ride public transport, and a range of nearby amenities such as Westfield Albany, parks, and dining options, you'll enjoy an enviable lifestyle in a vibrant community.
This is an incredible investment opportunity in a high-growth area, offering strong rental demand in Albany. With a rental appraisal of $720 - $750 per week, this property presents a great return in a highly sought-after location.
The sellers are motivated to meet the market, so don’t miss your chance to secure a beautifully designed, low-maintenance home in an unbeatable location. Contact us today to make one of these properties yours before it’s too late!
",4159,Fixed Price,935000,,,
5457800922,05/08/2025,active,"4 Bacot Place, Howick, Manukau City, Auckland",Howick,Manukau City,Auckland,"Barfoot & Thompson Howick, (Licensed: REAA 2008)","['Harry Yang', 'Shirley Huang']",Home,5,2,2,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/manukau-city/howick/listing/5457800922,2025-08-05T18:26:06.597166+00:00,"Auction: 62 Highbrook Drive, East Tamaki on Tuesday 26 August 2025 at 1:00PM  (unless sold prior)
Here’s a fantastic opportunity to secure a spacious home with a self-contained granny flat in the heart of Howick. Set on a generous 678m² (more or less) section, this beautifully presented five-bedroom, two-bathroom property offers abundant indoor and outdoor space for the whole family to enjoy.
Conveniently located in central Howick, you're just a short distance from Howick Village, Highland Park Shopping Centre, the local library, and medical centres. Zoned for sought-after schools such as Pakuranga College and Howick Primary, and with public transport and quality local amenities all within easy walking distance, this location truly caters to every lifestyle need.
Main Home Features:
Three generous bedroomsOne modern combined bathroom and a separate toiletSpacious, light-filled loungeOpen-plan modern kitchen and dining areaSuperb indoor-outdoor flow to an oversized deck and a beautifully landscaped garden – perfect for family entertaining or unwinding after a long daySeparate access to a versatile rumpus area with its own toilet and kitchenette – ideal for working from home, a home-based business, or extra living spaceGranny Flat (Minor Dwelling):
Self-contained with private accessTwo double bedroomsFull bathroom and separate loungePrivate outdoor entertaining areaIdeal for extended family living, independent teenagers, grandparents, or as a potential rental income sourceThis is a rare and versatile property offering multiple living options in a highly desirable location. Don't miss out – contact us today to arrange a private viewing or visit us at the open home!
",204,Auction,,1350000,1240000,1390000
5305142017,07/05/2025,active,"12 Holden Place, Papatoetoe, Manukau City, Auckland",Papatoetoe,Manukau City,Auckland,"Barfoot & Thompson Howick, (Licensed: REAA 2008)","['Cathay Zang', 'Paras Chaudhary']",Home,3,1,1,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/manukau-city/papatoetoe/listing/5305142017,2025-08-05T18:26:08.458559+00:00,"We are under clear instructions to present all offers. You won't be disappointed.
Nestled in a peaceful cul-de-sac, this newly renovated brick residence offers a rare opportunity on a large 1062m² (mol) flat section. With timeless construction, modern updates, and significant future potential, this property is ideal for families, land bankers, or astute investors.
The home features three double bedrooms, one bathroom, and a separate laundry for added convenience. The spacious lounge enjoys abundant natural light and extends seamlessly into a sunroom and decking area—perfect for relaxing or entertaining. Outdoors, the fully fenced backyard offers ample space for children to play and for hosting BBQ gatherings, while a purpose-designed vegetable garden adds a touch of self-sufficiency with fresh produce. Completing the offering is a standalone garage, providing excellent versatility for storage, hobbies, or use as a dedicated workspace.
Tucked away in a peaceful cul-de-sac in Papatoetoe, this solidly built residence offers both durability and day-to-day comfort. Ideally positioned for convenience, the property is just minutes from Manukau Shopping Centre, local schools, parks, public transport, the train station, motorway access, and AUT South Campus—making it a superb choice for families, commuters, and investors alike.
Whether you're looking for a comfortable family home or a strategic investment with long-term promise, this well-located and solidly built property ticks all the boxes.
Call us now for a private viewing or drop by our Sat/Sun Open Home from 12:00–12:30 PM.
",2680,Price by Negotiation,,1175000,960000,1080000
5246517722,01/04/2025,active,"3 Lake Road, Longbush, Invercargill, Southland",,,,"Ray White Invercargill (Progressive Realty Group REAA), (Licensed: REAA 2008)",['Rachel & Hayden'],Home,4,1,0,trademe,https://www.trademe.co.nz/a/property/residential/lifestyle-property/southland/invercargill/longbush/listing/5246517722,2025-08-05T18:26:08.743310+00:00,"Nestled on a serene six acre property, this four-bedroom home offers the perfect blend of potential and tranquility.
Recently transported to this beautiful rural setting, the home sits on brand-new piles, ensuring a solid foundation for years to come. Essential infrastructure is already in place, including a brand-new sewage system, new roof and water tanks, giving you peace of mind as you complete the finishing touches to make this home uniquely yours.
With expansive views of the countryside, this property provides endless possibilities - whether you envision a charming homestead, space for animals, or simply a peaceful escape from the city. Enjoy the fresh air, open space, and the opportunity to create your dream rural lifestyle. 
Don't miss this chance to turn potential into reality - schedule your viewing today!
Disclaimer - This property is being sold without a price and therefore a price guide can not be provided. All prospective purchasers shall complete their own due diligence, seek legal and expert advice and satisfy themselves with respect to information supplied during the marketing of this property, including but not limited to: the floor and land sizes, boundary lines, underground services, along with any scheme plans or consents.
",6912,Fixed Price,530000,485000,420000,485000
5457376825,05/08/2025,active,"16 Rauawa Lane, Hobsonville, Waitakere City, Auckland",,,,Fletcher Living Auckland West & North,"['Amanda Platt', 'Di Murphy']",Home,3,2,1,trademe,https://www.trademe.co.nz/a/property/new-homes/new-townhouse-terraced/auckland/waitakere-city/hobsonville/listing/5457376825,2025-08-05T18:26:17.694508+00:00,"Join us at our Twilight Evening, Wed 6th August from 5pm-7pm. Enjoy nibbles, drinks and explore this stunning new home.
Te Tau Waka is Fletcher Living's newest development in Hobsonville Point. Located near Catalina Bay, just steps away from the waterfront, trendy restaurants, bars, cafes and walkways. Surrounded by greenery, Hobsonville Point offers a perfect blend of urban living and natural beauty. 
This beautifully crafted three-bedroom terrace home is ideal for couples or families seeking a dynamic lifestyle in one of Auckland's most sought-after neighbourhoods. Flooded with natural light and thoughtfully designed, this home is move-in ready - just waiting for you to make it your own.
A stunning designer kitchen anchors the open-plan living and dining area, creating a warm and welcoming space for everyday living and entertaining.
The lower level includes a single internal garage with built-in laundry, a guest washroom, and seamless indoor-outdoor flow to your private sunny patio - perfect for relaxing or hosting.
Upstairs, you'll find three generously sized bedrooms, including a master suite with walk-in wardrobe and ensuite. A full family bathroom and ample storage complete the upper level.Step outside to your private sunny patio area, ideal for relaxing or entertaining. 
Home features include:
3 bedrooms
2.5 bathrooms
Open plan living, dining and kitchen
Designer kitchen with quality appliances
Private outdoor patio
Single internal garage
Heat pump
Security alarm system
Double glazing
10 Year Master Build Guarantee
Contact our New Home Consultants today or visit our showhome to experience Te Tau Waka for yourself.
",369,Fixed Price,1179000,,,
5259296248,09/04/2025,active,"3 Allen Road, Grey Lynn, Auckland City, Auckland",Grey Lynn,Auckland City,Auckland,"Barfoot & Thompson Grey Lynn, (Licensed: REAA 2008)","['Kath Barnes', 'Jacqui Vaughan-Kells']",Home,4,2,5,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/auckland-city/grey-lynn/listing/5259296248,2025-08-05T18:26:18.346745+00:00,"Tucked away at the very end of Allen Road - a quiet, elevated no-exit street - this charming 1920’s character home is all about location, lifestyle, and long-term value. Just 200 meters to either Grey Lynn Park or the buzzing West Lynn Village, your weekends practically plan themselves. Think brunches at Honey Bones, cocktails at Gypsy Tea Room, dinner at Lilian, and a stroll through the Sunday farmers market - all just minutes from your front door.
Inside, you’re welcomed by a separate formal living room and an open-plan kitchen and dining zone - the perfect layout for modern living and entertaining. With four generously sized bedrooms and two bathrooms, there’s plenty of room for the whole family.
Step out back to an elevated deck ideal for alfresco entertaining, overlooking a private, sun-drenched garden with potential to add a pool. With internal access to a double garage plus additional off-street parking, you’ve got room for the toys too.
Recent upgrades include a full exterior repaint, brand-new roof, new fencing, and fresh landscaping.  With scope to add value, don’t miss this rare opportunity - homes in this tightly held pocket of Grey Lynn are few and far between. Be quick to view.
See interactive features for this property on barfoot.co.nz. Click the ""View their website"" link at the bottom of this page.
",10965,Fixed Price,2090000,2325000,2060000,2330000
5189547317,26/02/2025,active,"176A Forrest Hill Road, Forrest Hill, North Shore City, Auckland",Forrest Hill,North Shore City,Auckland,"Barfoot & Thompson Greenhithe, (Licensed: REAA 2008)","['Sarah Benbow', 'Annie Yong-Mewburn']",Home,3,2,4,trademe,https://www.trademe.co.nz/a/property/residential/sale/auckland/north-shore-city/forrest-hill/listing/5189547317,2025-08-05T18:26:22.294106+00:00,"Ignore CV, Vendors are motivated.  Better than a townhouse.  This is freestanding and freehold.....
Located in a highly sought-after area, this freehold, 3-bedroom, 2.5-bathroom home offers everything a growing family could want and more! Zoned for Westlake Boys and Girls High School, this spacious property has been lovingly maintained by its owners since 2009. Now, with their plans to stay overseas, this is your opportunity to own a spacious home in a prime location.
With 230sqm (more or less) of floor space, this home offers generous open plan living areas, providing ample room for families to grow. It features two separate sitting areas, dining and kitchen, which flows seamlessly onto a private deck, perfect for entertaining guests or relaxing with loved ones. The large double garage provides convenience and additional storage.
The house exterior is freshly painted, and a comprehensive building inspection report is available.
What makes this property stand out?
Location: Close to excellent schools, amenities, and the popular Pupuke Golf Course.Generous Space: At 230sqm, this home is larger than many in its price range, offering excellent value for money.Potential for Personal Touches: While the home is in immaculate condition, there is also the potential to renovate and modernize it to suit your style.Freehold Title: Enjoy the security and peace of mind that comes with owning a freehold property.If you’re looking for a home that offers comfort, convenience, and the chance to create your dream space, this is it. Don’t miss out on the opportunity to make this remarkable property your own! Contact us today to arrange a viewing.
See interactive features for this property on barfoot.co.nz. Click the ""View their website"" link at the bottom of this page.
",8883,Price by Negotiation,,1500000,1350000,1520000
